,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1916105289772256,0.0,0.0,0.0,0.0,0.22781133066103718,0.20520999966016074,0.0,0.0,0.0,0.0,0.25015257328891766,0.0,0.26414248880425056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238217937549188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25015257328891766,0.0,0.18954946720712423,0.0,0.0,0.0,0.26939641436913625,0.0,0.0,0.0,0.2345992266202948,0.3243161456332601,0.0,0.0,0.0,0.0,0.4004168784917822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238217937549188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764210157253971,0.20520999966016074,0.24200501997864207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.26182008917910465,0.0,0.0,0.0,0.0,0.25692817702785914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23987725791269765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23987725791269765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20099685715175664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2138320796930077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24795317611860476,0.1698770427985035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24795317611860476,0.0,0.0,0.0,0.0,0.26182008917910465,0.2438142259268553,0.0,0.23253657793992194,0.0,0.35567686567906026,0.0,0.39276927938477,0.22264357124982814,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.29544539597076785,0.30132195193851646,0.0,0.0,0.29544539597076785,0.0,0.0,0.0,0.29544539597076785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24780102873622198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26240103103834145,0.0,0.0,0.27979756836175274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31435200130847185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31435200130847185,0.0,0.0,0.2706844676075186,0.0,0.0,0.0,0.0,0.2706844676075186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30760409884120915,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36343872088919527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28937308578487136,0.3392225515636369,0.0,0.0,0.2531221082483997,0.0,0.0,0.35470151626321733,0.0,0.30855780341851374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30855780341851374,0.0,0.3322946663057454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21139832930418376,0.0,0.0,0.29383668766090015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2176115175366187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26460524965772675,0.0,0.0,0.0,0.2139307829030592,0.0,0.0,0.0,0.2173317589898589,0.2173317589898589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2139307829030592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25824403914688415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2792758431060303,0.0,0.0,0.0,0.38746901154801866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246486406501737,0.0,0.2792758431060303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246486406501737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21068101225151822,0.0,0.0,0.0,0.35585381919339043,0.20171782597714855,0.0,0.0,0.24193050460512106,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3021612873421965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22719738589368094,0.0,0.0,0.28202807511867506,0.0,0.0,0.0,0.0,0.2948972154483198,0.0,0.0,0.0,0.0,0.0,0.0,0.3287471302256393,0.35276402697143183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19438455478857364,0.0,0.0,0.2303481055495549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28821491707266694,0.0,0.0,0.0,0.3021612873421965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21044456104176504,0.24817816034135562,0.0,0.0,0.2948972154483198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.2836934062856789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2580483340047151,0.0,0.0,0.0,0.0,0.0,0.24964361311662356,0.0,0.0,0.0,0.0,0.0,0.26738874282132197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2836934062856789,0.2778995834454575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2420040649281766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2580483340047151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625887436840292,0.2580483340047151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2836934062856789,0.0,0.0,0.26738874282132197,0.26738874282132197,0.0,0.0,0.2778995834454575
7,0.0,0.0,0.0,0.0,0.0,0.2615948539480679,0.2792343686210718,0.0,0.0,0.0,0.0,0.0,0.0,0.18811496584613557,0.0,0.0,0.0,0.2729069865024365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19926723974962063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564930789522172,0.0,0.0,0.23499669809734855,0.0,0.0,0.0,0.25170069799485534,0.0,0.0,0.19690736074612675,0.0,0.0,0.0,0.0,0.0,0.2615948539480679,0.0,0.0,0.0,0.0,0.0,0.22780537212338128,0.0,0.0,0.0,0.21811364925370794,0.0,0.0,0.23499669809734855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2729069865024365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24290830309486414,0.0,0.0,0.0,0.0,0.17131196771913074,0.19926723974962063,0.0,0.0,0.0,0.0,0.0,0.23499669809734855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.2407695590473053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2460513140943203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219004679751499,0.0,0.0,0.0,0.0,0.0,0.0,0.2312526327783398,0.0,0.0,0.21187162379282892,0.0,0.0,0.0,0.22693185064186286,0.2460513140943203,0.0,0.0,0.0,0.0,0.2407695590473053,0.23585236273773166,0.2722594554979283,0.23585236273773166,0.0,0.0,0.0,0.0,0.0,0.2053879671131218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2722594554979283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2312526327783398,0.0,0.0,0.0,0.21187162379282892,0.0,0.2407695590473053,0.0,0.0,0.0,0.22693185064186286,0.0,0.0,0.23585236273773166
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762239688052226,0.2710629309578206,0.0,0.0,0.0,0.2025858267597099,0.0,0.25307396546424904,0.25307396546424904,0.0,0.25307396546424904,0.0,0.0,0.0,0.0,0.24532944226067607,0.0,0.0,0.0,0.0,0.24911366758263276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30071464634607925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26159417560387666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17922272930935285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2572275234793711,0.0,0.24532944226067607,0.0,0.0,0.0,0.20718862619860234,0.2348921775728432,0.0,0.0,0.28171820102022777,0.0,0.0
